ID,Gender,Trial_no,Trial_quad,Str_Code,Blink_s0,Blink_s1,Blink_s2,Blink_s3,Blink_s4,Blink_s5,Velo_s0,Velo_s1,Velo_s2,Velo_s3,Velo_s4,Velo_s5,Velo_s6,Velo_s7,Velo_s8,Joy,Happiness,Calmness,Relaxation,Anger,Disgust,Fear,Anxiousness,Sadness
134,1,3,3,EXR,0.0036270156964365295,0.007419083301698384,0.00439038077475366,0.0058923531450641225,0.006688728605146318,0.07599815141862115,0.5683562480400086,0.14836516084308515,0.06324789146186476,0.03627840955980656,0.016488685691650025,0.012915311865581725,0.007559377424199911,0.00871474078597719,0.03405846138610593,0.03,0.17,-0.79,-0.72,0.0,0.16,0.98,0.92,-0.08
114,0,8,0,RPW,0.002162455279498998,0.007128828107950826,0.008762242340477592,0.0024435083357029963,0.001514379996958014,0.0017954330531620123,0.5693275226991674,0.13278268977694307,0.07705482849150558,0.048367577719436304,0.035247359754524955,0.024355727199984127,0.01888676537690868,0.011004053777022425,0.05916662809075699,-0.35,-0.44,0.41,-0.25,0.0,0.01,0.01,-0.31,-0.39
131,0,0,1,BNS,0.004385295382950082,0.011551645179644458,0.01689448923798554,0.009425609569935748,0.013858088510803647,0.05475235570851663,0.3831193882790491,0.13904161867358691,0.08248796125397244,0.0571753701827669,0.044513523640350265,0.03516562816580857,0.02408581856534229,0.01882346410580219,0.1047197435434852,0.43,0.43,-0.4,-0.28,-0.67,0.01,0.2,0.07,-0.56
124,1,7,2,RFS,0.0007801716377603073,0.0,0.0019289958076491114,0.0,0.0,0.0,0.7572465942507351,0.09831019967249938,0.055255013245771215,0.027426033727420033,0.01953001088810967,0.010622336914121107,0.007990329301017653,0.005958453716960589,0.014951860837955779,-0.51,-0.52,-0.55,-0.35,0.57,0.6,0.1,-0.22,0.81
132,0,2,0,DST,0.004785547646108752,0.00823512990767881,0.007264727190551202,0.004100948468957083,0.007018803214292836,0.02048480256292663,0.822768572245153,0.06457830684665643,0.017919217297096102,0.007936033179797013,0.005835709490671506,0.0028846217755711086,0.001608475736608775,0.0013293187905857643,0.023249785647345016,0.16,0.35,-0.53,-0.2,-0.01,-0.01,-0.02,-0.2,-0.14
133,1,11,3,ZMZ,0.006002281530217011,0.01780124157690879,0.016607417626147397,0.011646415875205603,0.009663341645885287,0.06519605242213615,0.3216029076245556,0.14709237544436782,0.09437841566297023,0.058736138377460605,0.05077731203905131,0.036411630498222526,0.025746803204754073,0.021435772271449036,0.11690189420066854,-0.13,-0.6,0.0,-0.09,0.0,0.01,0.01,-0.22,-0.05
117,1,11,3,ZMZ,0.00039137385489980165,0.002189040205371772,0.006281882043900206,0.003011588646178135,0.0034029625010779363,0.02801971462875868,0.42313483824319575,0.1273358054009592,0.08538583491983469,0.07217199222559054,0.051913420143149966,0.04436454816220125,0.03798316429078414,0.023853904783384523,0.09055992995071342,0.15,0.01,-0.69,-0.78,0.0,0.0,0.1,0.0,0.0
125,1,8,0,RPW,0.0007308805291442745,0.002301777594047127,0.0011508887970235636,0.0038660603555188094,0.002920214964861513,0.015642827614716824,0.5867813145928069,0.14648697809011987,0.0717585779247623,0.046081852004960726,0.027654402645721374,0.01799090533278214,0.014928482844150475,0.00976932616783795,0.0519355105415461,0.3,0.3,-0.05,0.27,-0.01,0.0,-0.01,-0.15,0.0
134,1,9,1,RST,0.00285274113226654,0.004062994945955375,0.006573036656488597,0.006109929329821951,0.010898459087555072,0.008734204180932945,0.4644904738822905,0.26356981651687716,0.10991698029323956,0.05107765074915328,0.020314974729776874,0.013479510588177179,0.008039543190932976,0.006187113884266392,0.023692570832265614,0.26,0.29,0.16,0.24,0.0,0.0,0.01,0.01,-0.09
134,1,5,2,PRS,0.004692312162240688,0.0076297286303678305,0.005651112789819281,0.006174094950316695,0.004625486663954907,0.017650647916787728,0.5342088442094253,0.18914521471323145,0.0845778371782207,0.04059503748038817,0.026364111801964088,0.017450171421930387,0.012946713928758208,0.008489743738741356,0.03979894241385322,-0.74,-0.45,-0.75,-0.6,0.12,0.01,0.0,0.0,0.19
